RR_Location,RR_Latitude,RR_Longitude,Station_ID,Station_Name,Station_Address,Station_City,Station_State,Station_Zip,Station_Latitude,Station_Longitude,Distance,Unleaded_Regular_Price,Unleaded_Plus_Price,Unleaded_Premium_Price,Diesel_Regular_Price,Brand,Phone,Excellent_Price,Current_Price,Transaction_Time,Transaction_Time_Ms,API_Updated,API_Updated_Time
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1669|2300 COUNTY ROAD 300|GIFFORD,CASEYS #1669,2300 COUNTY ROAD 300,GIFFORD,IL,61847,40.3072,-88.02077,14.64,2.999,,,3.719,CASEY'S GENERAL STORE,2175687506,False,True,2026-02-09T03:28:27.343000,1770607707343,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,VILLAGE PANTRY 5207|401 N MARKET ST|OGDEN,VILLAGE PANTRY 5207,401 N MARKET ST,OGDEN,IL,61859-9789,40.11666,-87.95879,15.46,2.999,,,,PHILLIPS 66,9999999999,False,True,2026-02-08T23:55:10.090000,1770594910090,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,PAXTON 66|1190 W OTTAWA RD|PAXTON,PAXTON 66,1190 W OTTAWA RD,PAXTON,IL,60957-4089,40.45521,-88.11781,20.23,2.999,,,,PHILLIPS 66,2173794709,False,True,2026-02-08T23:35:15.815000,1770593715815,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1719|201 N MAIN ST|FAIRMOUNT,CASEYS #1719,201 N MAIN ST,FAIRMOUNT,IL,61841-6264,40.048246,-87.83099,23.41,2.999,,,,CASEY'S GENERAL STORE,2177332150,False,False,2026-02-07T14:36:02.367000,1770474962367,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,ROBERTS QUICK STOP|203 N STATE ROUTE 54|ROBERTS,ROBERTS QUICK STOP,203 N STATE ROUTE 54,ROBERTS,IL,60962-8090,40.61471,-88.176775,30.38,2.999,2.999,,,UNBRANDED,2173952900,False,False,2026-02-08T15:21:16.619000,1770564076619,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,DANVILLE CITGO|1207 N BOWMAN AVE|DANVILLE,DANVILLE CITGO,1207 N BOWMAN AVE,DANVILLE,IL,61832-3205,40.146004,-87.6119,33.26,2.999,,,,CITGO,2174317003,False,False,2026-02-04T17:55:50.761000,1770227750761,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 1899800|851 E MAIN ST|DANVILLE,BP 1899800,851 E MAIN ST,DANVILLE,IL,61832     ,40.125755,-87.613596,33.3,2.999,,,,BP PRODUCTS NA,2174461457,False,True,2026-02-08T16:39:41.901000,1770568781901,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1420|203 E MAIN ST|COLFAX,CASEYS #1420,203 E MAIN ST,COLFAX,IL,61728-9239,40.56694,-88.614441,33.33,2.999,,,,CASEY'S GENERAL STORE,3097236416,False,False,2026-02-07T19:36:26.569000,1770492986569,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2516|101 MAIN ST|WAPELLA,CASEYS #2516,101 MAIN ST,WAPELLA,IL,61777-9627,40.220431,-88.964405,38.32,2.999,,,3.529,CASEY'S GENERAL STORE,2179354547,False,True,2026-02-08T22:43:12.643000,1770590592643,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 2735800|12 KELLI CT|CLINTON,BP 2735800,12 KELLI CT,CLINTON,IL,61727-2282,40.14701,-88.97879,39.04,2.999,,,,BP PRODUCTS NA,2179350660,False,False,2026-02-06T00:37:53.687000,1770338273687,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,PIPER CITY CONVENIEN|3 W MAIN ST|PIPER CITY,PIPER CITY CONVENIEN,3 W MAIN ST,PIPER CITY,IL,60959,40.758849,-88.190373,40.24,2.999,,,,UNBRANDED,8156869046,False,False,2026-02-06T13:05:23.056000,1770383123056,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,GPM PETROLEUM LLC|2405 N 22ND ST|DECATUR,GPM PETROLEUM LLC,2405 N 22ND ST,DECATUR,IL,62526-4741,39.86788,-88.92692,42.16,2.999,,,,MARATHON,8047301568,False,True,2026-02-08T09:44:24.555000,1770543864555,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HUCKS 353|501 N HERSHEY RD|BLOOMINGTON,HUCKS 353,501 N HERSHEY RD,BLOOMINGTON,IL,61704-3740,40.48447,-88.94317,42.65,2.999,3.399,,,MARTIN & BAYLEY,3096640406,False,True,2026-02-08T22:25:56.102000,1770589556102,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HUCK'S 173|940 N STATE HIGHWAY 121|MT ZION,HUCK'S 173,940 N STATE HIGHWAY 121,MT ZION,IL,62549-1436,39.78055,-88.87053,43.19,2.999,,,,MARTIN & BAYLEY,2178642334,False,False,2026-02-06T23:15:45.358000,1770419745358,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,101 PERSHING LLC|101 E PERSHING RD|DECATUR,101 PERSHING LLC,101 E PERSHING RD,DECATUR,IL,62526-3213,39.87655,-88.9568,43.23,2.999,,,,MARATHON,2172189724,False,False,2026-02-07T17:48:32.933000,1770486512933,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 1784156|16 QUEST DR|BLOOMINGTON,BP 1784156,16 QUEST DR,BLOOMINGTON,IL,61705,40.43059,-88.99156,43.26,2.999,,,,BP PRODUCTS NA,3098283200,False,False,2026-02-07T22:22:01.800000,1770502921800,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #2591|950 STATE HWY 121|MOUNT ZION,CASEYS #2591,950 STATE HWY 121,MOUNT ZION,IL,62549,39.77909,-88.8719,43.31,2.999,,,3.699,CASEY'S GENERAL STORE,2175715350,False,True,2026-02-09T00:38:49.375000,1770597529375,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,KROGER FUEL CTR. #294|4615 E US ROUTE 36|DECATUR,KROGER FUEL CTR. #294,4615 E US ROUTE 36,DECATUR,IL,62521,39.84899,-88.95741,44.22,2.999,,,3.599,KROGER,2178645031,False,False,2026-02-07T15:52:18.472000,1770479538472,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K 00151|501 N MAIN ST|DECATUR,CIRCLE K 00151,501 N MAIN ST,DECATUR,IL,62523-1004,39.84582,-88.95596,44.26,2.999,3.699,3.999,,CIRCLE K,2174250805,False,False,2026-02-08T05:31:09.369000,1770528669369,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,ARG GADRIA CORPORATI|1555 W MAIN ST|MOUNT ZION,ARG GADRIA CORPORATI,1555 W MAIN ST,MOUNT ZION,IL,62549-1300,39.777054,-88.893179,44.28,2.999,,,,MARATHON,2178641185,False,True,2026-02-08T15:53:06.321000,1770565986321,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HARGAN FUEL AND WASH|210 JEFFERSON ST|COVINGTON,HARGAN FUEL AND WASH,210 JEFFERSON ST,COVINGTON,IN,47932-1151,40.138321,-87.398162,44.56,2.999,,,,UNBRANDED,7655852746,False,False,2026-02-06T14:06:16.236000,1770386776236,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHRI HARIKRIKRISHNA|401 3RD ST|COVINGTON,SHRI HARIKRIKRISHNA,401 3RD ST,COVINGTON,IN,47932-1117,40.137439,-87.397782,44.59,2.999,,,,MARATHON,7657938067,False,False,2026-02-08T00:56:14.094000,1770512174094,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HUCK'S 360|102 W OAKLAND AVE|BLOOMINGTON,HUCK'S 360,102 W OAKLAND AVE,BLOOMINGTON,IL,61701-5186,40.47375,-88.993399,44.62,2.999,,3.999,,MARTIN & BAYLEY,3098277236,False,False,2026-02-07T17:37:01.277000,1770485821277,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 01409|1089 W ELDORADO ST|DECATUR,CIRCLE K # 01409,1089 W ELDORADO ST,DECATUR,IL,62522,39.845544,-88.972539,45.03,2.999,,,,CIRCLE K,2173620360,False,True,2026-02-08T21:28:41.537000,1770586121537,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,COVINGTON FOOD MART|215 11TH ST|COVINGTON,COVINGTON FOOD MART,215 11TH ST,COVINGTON,IN,47932-1618,40.137415,-87.386758,45.17,2.999,,,,VALERO,7658142025,False,False,2026-02-05T21:38:50.808000,1770327530808,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHRI GOPINATHJI INC.|188 S STRINGTOWN RD|COVINGTON,SHRI GOPINATHJI INC.,188 S STRINGTOWN RD,COVINGTON,IN,47932-8002,40.12384,-87.3817,45.51,2.999,,,,MARATHON,7657932799,False,False,2026-02-06T13:29:30.354000,1770384570354,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1628|383 STATE HIGHWAY 12|BETHANY,CASEYS #1628,383 STATE HIGHWAY 12,BETHANY,IL,61914,39.64251,-88.74288,45.57,2.999,,,3.699,CASEY'S GENERAL STORE,2176653136,False,True,2026-02-09T03:29:31.175000,1770607771175,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,PSM 100 LLC|108 S FRONT ST|KANSAS,PSM 100 LLC,108 S FRONT ST,KANSAS,IL,61933-6207,39.552631,-87.939569,46.04,2.999,,,3.799,MARATHON,6305329336,False,False,2026-02-07T14:23:18.505000,1770474198505,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,FREEDOM OIL #39|1802 W MARKET ST|BLOOMINGTON,FREEDOM OIL #39,1802 W MARKET ST,BLOOMINGTON,IL,61701-2602,40.48377,-89.02068,46.22,2.999,,4.059,,UNKNOWN,3098284223,False,False,2026-02-08T14:46:25.134000,1770561985134,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CASEYS #1630|316 W CEMETERY AVE|CHENOA,CASEYS #1630,316 W CEMETERY AVE,CHENOA,IL,61726-1357,40.741497,-88.723542,46.5,2.999,,,,CASEY'S GENERAL STORE,8159457869,False,False,2026-02-07T15:54:34.666000,1770479674666,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 2119600|813 S CENTRAL AVE|PARIS,BP 2119600,813 S CENTRAL AVE,PARIS,IL,61944-2114,39.604248,-87.696187,49.01,2.999,,,,BP PRODUCTS NA,2174633297,False,False,2026-02-07T00:24:53.253000,1770423893253,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 9360223|303 E WALNUT ST|WATSEKA,BP 9360223,303 E WALNUT ST,WATSEKA,IL,60970-1358,40.776291,-87.731017,49.27,2.999,,,3.899,BP PRODUCTS NA,8154323288,False,True,2026-02-08T17:01:17.244000,1770570077244,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|102 S MATTIS AVE|CHAMPAIGN,SHELL SERVICE STATIO,102 S MATTIS AVE,CHAMPAIGN,IL,61821-3050,40.116441,-88.27674,4.64,3.000,,,,SHELL,2173591472,False,True,2026-02-08T20:59:59.143000,1770584399143,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,TOLONO FAST STOP EXP.|103 S LONG ST|TOLONO,TOLONO FAST STOP EXP.,103 S LONG ST,TOLONO,IL,61880-9054,39.985362,-88.263215,13.34,3.000,,,,UNBRANDED,2174856810,False,False,2026-02-08T03:45:22.253000,1770522322253,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,KT MINI MART & GAS|2602 N VERMILION ST|DANVILLE,KT MINI MART & GAS,2602 N VERMILION ST,DANVILLE,IL,61832-1430,40.16746,-87.63059,32.21,3.000,,4.069,,PHILLIPS 66,9999999999,False,True,2026-02-08T21:02:52.609000,1770584572609,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MKM OIL INC.|1902 W MARKET ST|BLOOMINGTON,MKM OIL INC.,1902 W MARKET ST,BLOOMINGTON,IL,61701-2603,40.483917,-89.021805,46.27,3.001,3.001,,,SHELL,3098287812,False,True,2026-02-08T17:29:42.332000,1770571782332,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 2018356|121 S GILBERT ST|DANVILLE,BP 2018356,121 S GILBERT ST,DANVILLE,IL,61832,40.11754,-87.63631,32.18,3.049,,,,BP PRODUCTS NA,2172747130,False,False,2026-02-06T13:07:06.595000,1770383226595,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,ILLICO INC.|2401 E OAKLAND AVE|BLOOMINGTON,ILLICO INC.,2401 E OAKLAND AVE,BLOOMINGTON,IL,61701-5830,40.47365,-88.95625,42.89,3.100,,,,SHELL,3096640175,False,True,2026-02-09T01:13:13.904000,1770599593904,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|379 LYNCH DR|DANVILLE,SHELL SERVICE STATIO,379 LYNCH DR,DANVILLE,IL,61834-9310,40.121795,-87.540735,37.16,3.149,,4.100,,SHELL,2174427667,False,True,2026-02-09T04:30:59.514000,1770611459514,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MEIJER STORE #146|2401 N PROSPECT AVE|CHAMPAIGN,MEIJER STORE #146,2401 N PROSPECT AVE,CHAMPAIGN,IL,61822-1233,40.142642,-88.257911,2.59,,,,,UNBRANDED,2173534000,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,CIRCLE K # 01234|1501 N LINCOLN AVE|URBANA,CIRCLE K # 01234,1501 N LINCOLN AVE,URBANA,IL,61801-1549,40.126875,-88.219515,3.68,,,,,CIRCLE K,2173446109,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 1468300|1821 PHILO RD|URBANA,BP 1468300,1821 PHILO RD,URBANA,IL,61802-6015,40.096184,-88.190682,6.22,,,,,BP PRODUCTS NA,2173445822,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MINIT MART #0798|203 N LOMBARD ST|MAHOMET,MINIT MART #0798,203 N LOMBARD ST,MAHOMET,IL,61853-9780,40.19557,-88.39914,8.46,,,,,UNKNOWN,9999999999,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|303 E WARREN ST|SAINT JOSEPH,SHELL SERVICE STATIO,303 E WARREN ST,SAINT JOSEPH,IL,61873-9202,40.11316,-88.03992,11.49,,,,,SHELL,2174696130,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 9444449|1000 E SOUTHLINE RD|TUSCOLA,BP 9444449,1000 E SOUTHLINE RD,TUSCOLA,IL,61953-2044,39.79161,-88.27198,26.73,,,,,BP PRODUCTS NA,2172533116,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,JACK FLASH DANVILLE|510 N GILBERT ST|DANVILLE,JACK FLASH DANVILLE,510 N GILBERT ST,DANVILLE,IL,61832,40.13398,-87.63557,32.09,,,,,PHILLIPS 66,2174432507,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MEIJER STORE 269|3649 N VERMILION ST|DANVILLE,MEIJER STORE 269,3649 N VERMILION ST,DANVILLE,IL,61832-1118,40.187799,-87.629597,32.26,,,,,UNBRANDED,9999999999,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,FREEDOM OIL #30|18928 US HIGHWAY 150|BLOOMINGTON,FREEDOM OIL #30,18928 US HIGHWAY 150,BLOOMINGTON,IL,61705-5818,40.419686,-88.902586,38.69,,,,,UNKNOWN,3096627330,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,GILMAN OPCO LLC|620 US HIGHWAY 24 W|GILMAN,GILMAN OPCO LLC,620 US HIGHWAY 24 W,GILMAN,IL,60938-8000,40.751725,-87.998405,41.65,,,,,MARATHON,8152659902,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,DECATUR CITGO|1420 E PERSHING RD|DECATUR,DECATUR CITGO,1420 E PERSHING RD,DECATUR,IL,62526-4733,39.877197,-88.938144,42.35,,,,,CITGO,2178755700,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HONEST GAS|1420 E PERSHING RD|DECATUR,HONEST GAS,1420 E PERSHING RD,DECATUR,IL,62526-4733,39.877197,-88.938144,42.35,,,,,UNKNOWN,3144359377,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MEIJER EXPRESS 207|1900 E COLLEGE AVE|NORMAL,MEIJER EXPRESS 207,1900 E COLLEGE AVE,NORMAL,IL,61761-4577,40.51039,-88.946451,43.71,,,,,UNBRANDED,3098880800,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 7881733|108 S FRONT ST|KANSAS,BP 7881733,108 S FRONT ST,KANSAS,IL,61933-6207,39.552631,-87.939569,46.04,,,,,BP PRODUCTS NA,2179485493,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL SERVICE STATIO|501 W CEMETARY AVE|CHENOA,SHELL SERVICE STATIO,501 W CEMETARY AVE,CHENOA,IL,61726,40.74495,-88.71196,46.37,,,,,SHELL,8159454591,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,ONE STOP CITGO|813 S CENTRAL AVE|PARIS,ONE STOP CITGO,813 S CENTRAL AVE,PARIS,IL,61944-2114,39.604248,-87.696187,49.01,,,,,CITGO,2174633297,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MINIT MART #0799|401 E SOUTH ST|MCLEAN,MINIT MART #0799,401 E SOUTH ST,MCLEAN,IL,61754-9357,40.312717,-89.169337,49.87,,,,,UNKNOWN,9999999999,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SULLIVAN FAST STOP E|211 N MARKET ST|SULLIVAN,SULLIVAN FAST STOP E,211 N MARKET ST,SULLIVAN,IL,61951,39.600977,-88.618734,44.61,,2.779,,,UNBRANDED,2173429231,True,True,2026-02-08T06:39:39.110000,1770532779110,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SULLIVAN FAST STOP|305 S HAMILTON ST|SULLIVAN,SULLIVAN FAST STOP,305 S HAMILTON ST,SULLIVAN,IL,61951,39.596884,-88.609327,44.64,,2.779,,,UNBRANDED,2177284316,True,True,2026-02-08T18:16:04.973000,1770574564973,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,PILOT #468|815 US HIGHWAY 24 W|GILMAN,PILOT #468,815 US HIGHWAY 24 W,GILMAN,IL,60938-8006,40.751595,-88.001415,41.6,,2.799,,3.859,PILOT,8152654754,True,True,2026-02-08T23:45:54.189000,1770594354189,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,FORREST FAST STOP EX.|903 N CENTER ST|FORREST,FORREST FAST STOP EX.,903 N CENTER ST,FORREST,IL,61741-9601,40.757759,-88.41095,41.07,,2.800,,,UNBRANDED,3095851610,False,False,2026-02-06T11:30:35.333000,1770377435333,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BP 8903783|3910 N VERMILION ST|DANVILLE,BP 8903783,3910 N VERMILION ST,DANVILLE,IL,61834-5905,40.196845,-87.62961,32.27,,,,3.899,BP PRODUCTS NA,2174318284,True,True,2026-02-08T19:40:10.970000,1770579610970,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MCCLURE OIL 73|1212 W 500 S|MARION,MCCLURE OIL 73,1212 W 500 S,MARION,IN,46953-9320,39.95228,-87.45637,44.29,,,,,UNBRANDED,7656749771,False,False,2026-02-07T04:55:42.821000,1770440142821,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,LEROY SHELL|805 S HEMLOCK ST|LE ROY,LEROY SHELL,805 S HEMLOCK ST,LE ROY,IL,61752-1680,40.340106,-88.769652,30.07,,,,3.339,UNBRANDED,8477911824,False,False,2026-01-22T14:21:33.551000,1769091693551,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SPEEDWAY 6509|498 N OAKWOOD ST|OAKWOOD,SPEEDWAY 6509,498 N OAKWOOD ST,OAKWOOD,IL,61858-9511,40.12305,-87.778328,24.7,,,,3.439,SPEEDWAY,2173543927,False,False,2026-02-06T22:48:19.874000,1770418099874,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,BRAKE TIME 35134|2405 N 22ND ST|DECATUR,BRAKE TIME 35134,2405 N 22ND ST,DECATUR,IL,62526-4741,39.86807,-88.92693,42.15,,,,3.499,UNBRANDED,8153154348,False,False,2026-02-07T01:10:11.655000,1770426611655,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,LAMBOS #3|100 MILLER RD|MATTOON,LAMBOS #3,100 MILLER RD,MATTOON,IL,61938-9355,39.48309,-88.30396,48.11,,,,3.499,UNKNOWN,2173488020,False,False,2026-02-07T16:30:41.128000,1770481841128,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,HAYMAKERS #724|1266 N IL RTE 48|DECATUR,HAYMAKERS #724,1266 N IL RTE 48,DECATUR,IL,62522,39.84552,-89.04229,48.24,,,,3.499,UNBRANDED,2173620138,False,False,2026-02-07T17:13:52.108000,1770484432108,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,MACH. #24|1525 GEORGETOWN RD|TILTON,MACH. #24,1525 GEORGETOWN RD,TILTON,IL,61832-7626,40.098898,-87.635618,32.41,,,,3.559,UNKNOWN,2179094535,False,False,2026-02-06T22:02:21.549000,1770415341549,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,LAMBOS AMOCO|1000 E SOUTHLINE RD|TUSCOLA,LAMBOS AMOCO,1000 E SOUTHLINE RD,TUSCOLA,IL,61953-2044,39.79161,-88.27198,26.73,,,,3.599,UNBRANDED,2172533116,False,True,2026-02-08T21:02:49.294000,1770584569294,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SHELL CHENOA|510 W CEMETERY AVE|CHENOA,SHELL CHENOA,510 W CEMETERY AVE,CHENOA,IL,61726-1379,40.741405,-88.730005,46.68,,,,3.599,UNKNOWN,8159454591,False,False,2026-02-06T22:21:18.456000,1770416478456,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,TA BLOOMINGTON|505 TRUCKERS LN|BLOOMINGTON,TA BLOOMINGTON,505 TRUCKERS LN,BLOOMINGTON,IL,61701,40.487003,-89.026789,46.6,,,,3.819,TA,3098274676,False,False,2026-02-05T16:18:36.358000,1770308316358,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,INTERSTATE 66 1384|1103 W SEMINARY AVE|ONARGA,INTERSTATE 66 1384,1103 W SEMINARY AVE,ONARGA,IL,60955-1404,40.714854,-88.02426,38.82,,,,3.999,PHILLIPS 66,9999999999,False,False,2026-02-06T19:04:45.277000,1770404685277,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,SPENCER OIL|300 W NORTH RD|COOKSVILLE,SPENCER OIL,300 W NORTH RD,COOKSVILLE,IL,61730,40.54484,-88.71923,35.76,,,,4.099,UNKNOWN,3097253221,False,False,2026-02-04T15:45:23.695000,1770219923695,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,COLLINS OIL|808 E MILL ST|ARTHUR,COLLINS OIL,808 E MILL ST,ARTHUR,IL,61911,39.71874,-88.461946,33.81,,,,,UNBRANDED,2175432711,False,False,,,No,
"Road Ranger #132 - Champaign, IL",40.17769,-88.240499,DOWNS TRAVEL MART|405 S SEMINARY ST|DOWNS,DOWNS TRAVEL MART,405 S SEMINARY ST,DOWNS,IL,61736-7583,40.392568,-88.872901,36.49,,,,,EXXONMOBIL,3093783049,False,False,,,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,BP 6899835|1354 N BIRD ST|SUN PRAIRIE,BP 6899835,1354 N BIRD ST,SUN PRAIRIE,WI,53590-1185,43.200671,-89.225786,14.03,2.259,2.959,3.559,,BP PRODUCTS NA,6088373311,False,False,2026-02-08T21:41:52.912000,1770586912912,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,KWIK TRIP #1124|W250N5279 BUSINESS DR|SUSSEX,KWIK TRIP #1124,W250N5279 BUSINESS DR,SUSSEX,WI,53089-3319,43.1339,-88.29713,46.51,2.259,2.229,,3.399,KWIK TRIP,2628200794,True,True,2026-02-09T01:58:26.021000,1770602306021,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,DEVI CORNER LLC|114 E BROADWAY|WAUKESHA,DEVI CORNER LLC,114 E BROADWAY,WAUKESHA,WI,53186-5009,43.00941,-88.225973,49.2,2.289,,,,CITGO,2622997479,False,False,2026-02-05T15:18:15.617000,1770304695617,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,REFUEL PANTRY - 4601|4601 COTTAGE GROVE RD|MADISON,REFUEL PANTRY - 4601,4601 COTTAGE GROVE RD,MADISON,WI,53716-1301,43.08416,-89.30302,7.89,2.299,,,,CITGO,6082214687,False,False,2026-02-05T23:28:53.683000,1770334133683,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,REFUEL PANTRY - 605|605 COTTAGE GROVE RD|MADISON,REFUEL PANTRY - 605,605 COTTAGE GROVE RD,MADISON,WI,53716,43.083922,-89.315862,8.32,2.299,,,,CITGO,6082240459,True,True,2026-02-08T17:41:28.745000,1770572488745,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,CITGO JJ MART|220 COTTAGE GROVE RD|MADISON,CITGO JJ MART,220 COTTAGE GROVE RD,MADISON,WI,53716,43.08372,-89.32239,8.55,2.299,,,,CITGO,6082859643,False,False,2026-02-06T14:46:50.244000,1770389210244,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,LANDMARK SERVICES CO.|501 MARSHVIEW DR|SUN PRAIRIE,LANDMARK SERVICES CO.,501 MARSHVIEW DR,SUN PRAIRIE,WI,53590-2956,43.17325,-89.220694,12.12,2.299,,,,CENEX,8002363276,False,False,2026-02-06T12:47:35.675000,1770382055675,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,SUN PRAIRIE MOBIL|1010 DAVISON DR|SUN PRAIRIE,SUN PRAIRIE MOBIL,1010 DAVISON DR,SUN PRAIRIE,WI,53590-2054,43.185822,-89.228098,13.02,2.299,,,,EXXONMOBIL,6088258250,False,False,2026-02-07T18:42:02.599000,1770489722599,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,GAMMON MART|901 S GAMMON RD|MADISON,GAMMON MART,901 S GAMMON RD,MADISON,WI,53719-1323,43.045889,-89.503205,15.68,2.299,,,,EXXONMOBIL,6082741950,False,False,2026-02-06T15:00:40.260000,1770390040260,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,REFUEL PANTRY - GAMM|699 S GAMMON RD|MADISON,REFUEL PANTRY - GAMM,699 S GAMMON RD,MADISON,WI,53719,43.05016,-89.50304,15.74,2.299,,3.499,,CITGO,6082771888,True,True,2026-02-08T20:18:02.769000,1770581882769,No,
"Road Ranger #136 - Cottage Grove, WI",42.9985528,-89.1996224,KWIK TRIP #1219|RIVER VALLEY RD|WAUKESHA,KWIK TRIP #1219,RIVER VALLEY RD,WAUKESHA,WI,53189,42.98104,-88.34414,43.25,2.329,2.299,,,KWIK TRIP,6087818988,True,True,2026-02-08T23:26:03.054000,1770593163054,No,
